source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
44/106/6022,6,2024-01-03,47/107/1950,6,2024-01-05,BOV,H0057
19/101/6963,3,2024-08-08,14/104/3572,3,2024-08-11,BOV,H0072
57/102/8978,1,2024-10-10,47/101/0376,1,2024-10-10,BOV,H0077
58/102/9234,7,2024-07-30,47/107/1950,7,2024-08-02,BOV,H0100
18/109/4035,16,2024-03-27,44/118/4884,16,2024-03-30,CERV,H0022
21/108/5832,8,2024-03-26,14/102/1127,8,2024-03-29,BOV,H0036
19/109/2955,2,2024-05-06,21/110/1147,2,2024-05-09,BOV,H0077
47/103/5628,3,2024-07-21,59/104/6331,3,2024-07-23,BOV,H0080
20/110/8104,29,2024-11-29,45/104/4653,29,2024-11-30,OVI,H0039
19/101/6963,13,2024-03-31,44/113/2793,13,2024-04-03,CERV,H0041
18/101/5435,32,2024-06-15,21/116/1063,30,2024-06-18,POR,H0036
18/109/4035,10,2024-10-06,47/105/8519,10,2024-10-07,BOV,H0088
19/109/2955,46,2024-05-29,58/106/1499,46,2024-05-29,OVI,H0053
82/103/4508,5,2024-12-03,68/102/3759,5,2024-12-04,BOV,H0092
20/104/4395,8,2024-10-25,21/108/5832,10,2024-10-28,BOV,H0069
47/104/3940,27,2024-07-03,47/108/1420,27,2024-07-03,CERV,H0014
59/105/3762,10,2024-11-26,21/114/5617,10,2024-11-29,BOV,H0097
44/112/6420,7,2024-05-12,44/115/0281,7,2024-05-13,OVI,H0066
62/102/8014,45,2024-08-16,68/101/2845,45,2024-08-18,POR,H0051
21/107/3753,45,2024-06-25,44/112/6420,45,2024-06-25,POR,H0062
43/108/3423,2,2024-03-13,21/104/7988,2,2024-03-15,BOV,H0040
21/110/1147,34,2024-08-31,43/107/6335,34,2024-08-31,OVI,H0057
73/101/2323,2,2024-12-29,70/102/6747,2,2024-12-29,BOV,H0003
47/108/1420,11,2024-09-21,19/101/6963,9,2024-09-22,POR,H0071
18/103/1134,30,2024-07-26,19/105/6652,30,2024-07-27,POR,H0024
59/104/6331,1,2024-04-11,59/103/9713,1,2024-04-14,BOV,H0076
44/105/6859,4,2024-12-26,21/115/0282,4,2024-12-26,BOV,H0074
44/102/6848,12,2024-04-10,21/106/7308,12,2024-04-13,OVI,H0015
43/104/0879,34,2024-11-01,43/111/5983,31,2024-11-04,OVI,H0079
21/109/6724,6,2024-11-12,18/110/8187,6,2024-11-13,BOV,H0087
62/103/5759,10,2024-12-10,83/102/4189,10,2024-12-11,BOV,H0041
44/113/2793,3,2024-03-13,14/105/3675,3,2024-03-16,BOV,H0054
47/105/8519,28,2024-11-21,57/102/8978,28,2024-11-22,POR,H0072
21/114/5617,3,2024-08-18,43/102/2744,3,2024-08-18,BOV,H0046
59/102/0681,7,2024-11-30,87/101/0295,2,2024-12-03,BOV,H0053
93/101/2942,8,2024-02-12,79/104/7356,8,2024-02-12,BOV,H0098
14/105/3675,4,2024-03-27,20/103/3608,4,2024-03-30,BOV,H0073
82/104/8486,36,2024-10-20,64/102/2944,36,2024-10-20,OVI,H0035
58/102/9234,1,2024-08-13,18/102/0498,1,2024-08-14,BOV,H0055
20/111/5586,49,2024-01-17,21/102/2243,49,2024-01-20,OVI,H0034
45/101/7297,29,2024-03-01,19/107/2569,29,2024-03-02,OVI,H0027
47/102/2370,10,2024-03-25,19/103/4972,10,2024-03-26,BOV,H0027
59/104/6331,35,2024-10-02,44/106/6022,35,2024-10-03,POR,H0042
58/106/1499,55,2024-12-13,68/101/2845,55,2024-12-13,POR,H0018
81/103/1696,18,2024-03-05,57/102/8978,18,2024-03-06,CERV,H0032
21/107/3753,4,2024-12-12,20/101/1631,4,2024-12-15,BOV,H0063
44/106/6022,41,2024-08-19,20/111/5586,41,2024-08-19,POR,H0082
59/104/6331,5,2024-07-07,18/108/0556,5,2024-07-10,BOV,H0063
18/113/8362,2,2024-08-22,45/108/6808,2,2024-08-24,BOV,H0009
21/103/5444,14,2024-06-14,58/105/9218,14,2024-06-16,CERV,H0044
47/107/1950,8,2024-12-15,47/101/0376,8,2024-12-15,BOV,H0006
45/110/2091,30,2024-03-21,44/102/6848,30,2024-03-24,OVI,H0059
14/103/4165,13,2024-11-28,44/113/2793,14,2024-11-30,CERV,H0021
79/104/7356,6,2024-07-09,21/115/0282,6,2024-07-10,BOV,H0007
14/106/1194,4,2024-02-16,21/106/7308,4,2024-02-16,BOV,H0001
19/106/0928,10,2024-12-14,18/108/0556,10,2024-12-17,BOV,H0002
21/106/7308,2,2024-12-21,46/106/8960,4,2024-12-22,BOV,H0062
18/112/5805,2,2024-07-07,21/106/7308,2,2024-07-09,BOV,H0018
44/102/6848,56,2024-12-12,43/104/0879,56,2024-12-13,OVI,H0009
59/104/6331,3,2024-04-19,58/104/2683,3,2024-04-20,BOV,H0053
57/102/8978,4,2024-02-21,47/103/5628,4,2024-02-22,BOV,H0097
18/111/8115,23,2024-03-12,43/109/2637,20,2024-03-13,OVI,H0036
59/104/6331,10,2024-11-07,57/102/8978,10,2024-11-09,BOV,H0100
18/113/8362,57,2024-09-22,67/103/7011,57,2024-09-23,OVI,H0096
19/101/6963,51,2024-05-02,21/104/7988,51,2024-05-05,POR,H0050
19/109/2955,10,2024-01-07,45/107/0562,10,2024-01-09,BOV,H0041
20/106/5240,37,2024-10-06,45/111/7641,37,2024-10-07,OVI,H0098
45/103/2966,5,2024-02-04,44/114/8427,5,2024-02-04,CERV,H0034
20/107/0777,26,2024-11-17,20/111/5586,26,2024-11-20,CERV,H0055
62/101/3385,9,2024-03-19,87/102/8921,9,2024-03-21,BOV,H0011
44/118/4884,14,2024-10-01,18/101/5435,12,2024-10-03,POR,H0051
59/101/6657,42,2024-02-03,58/106/1499,42,2024-02-05,OVI,H0090
14/101/5551,16,2024-02-14,21/105/0410,16,2024-02-17,CERV,H0015
46/107/7764,20,2024-12-02,20/110/8104,20,2024-12-03,POR,H0016
45/101/7297,1,2024-06-26,43/105/5797,1,2024-06-28,BOV,H0022
20/110/8104,56,2024-03-01,18/110/8187,56,2024-03-01,OVI,H0043
20/108/0989,10,2024-09-11,47/103/5628,10,2024-09-14,BOV,H0066
21/101/0374,10,2024-03-21,45/103/2966,10,2024-03-23,BOV,H0099
20/102/8452,47,2024-09-17,18/114/1531,47,2024-09-17,POR,H0006
46/101/1826,6,2024-03-17,62/103/5759,6,2024-03-18,BOV,H0005
47/102/2370,27,2024-05-07,47/108/1420,27,2024-05-10,CERV,H0093
45/111/7641,37,2024-09-14,20/109/6169,37,2024-09-14,OVI,H0023
46/101/1826,3,2024-08-26,19/109/2955,2,2024-08-28,POR,H0100
43/105/5797,1,2024-05-29,57/103/7768,1,2024-05-31,POR,H0095
59/104/6331,10,2024-10-06,47/102/2370,8,2024-10-07,BOV,H0020
18/104/0164,4,2024-11-21,18/111/8115,4,2024-11-21,BOV,H0043
43/102/2744,55,2024-06-06,21/109/6724,55,2024-06-06,POR,H0027
47/108/1420,8,2024-12-30,57/101/7138,6,2025-01-01,BOV,H0012
44/108/6668,9,2024-07-09,44/113/2793,9,2024-07-12,BOV,H0096
45/106/0552,3,2024-07-20,18/101/5435,3,2024-07-20,BOV,H0076
58/106/1499,3,2024-05-13,47/108/1420,3,2024-05-15,BOV,H0051
89/102/5600,21,2024-04-29,82/103/4508,21,2024-04-29,OVI,H0026
18/101/5435,7,2024-03-25,21/106/7308,7,2024-03-28,OVI,H0060
44/116/3299,6,2024-08-19,19/105/6652,4,2024-08-21,BOV,H0060
45/111/7641,3,2024-06-04,20/101/1631,3,2024-06-04,BOV,H0028
21/112/3914,4,2024-09-19,47/103/5628,2,2024-09-19,BOV,H0087
20/104/4395,12,2024-07-26,20/102/8452,12,2024-07-29,OVI,H0072
62/102/8014,8,2024-03-12,88/101/2558,8,2024-03-12,BOV,H0002
19/106/0928,15,2024-07-24,18/114/1531,15,2024-07-26,OVI,H0088
47/103/5628,38,2024-02-08,57/102/8978,38,2024-02-08,POR,H0009
20/103/3608,52,2024-06-18,21/107/3753,52,2024-06-18,POR,H0006
19/106/0928,28,2024-07-21,79/101/5616,28,2024-07-24,CERV,H0004
44/110/2404,6,2024-04-05,14/102/1127,6,2024-04-07,BOV,H0036
45/110/2091,10,2024-05-05,14/101/5551,10,2024-05-07,BOV,H0064
45/101/7297,4,2024-07-15,21/113/2293,4,2024-07-16,POR,H0054
45/109/5841,34,2024-10-05,45/104/4653,34,2024-10-05,OVI,H0049
45/110/2091,32,2024-10-16,58/101/0855,32,2024-10-18,POR,H0050
44/107/2090,10,2024-05-23,14/106/1194,10,2024-05-23,BOV,H0061
47/103/5628,15,2024-05-06,59/103/9713,14,2024-05-07,OVI,H0035
59/101/6657,48,2024-04-22,47/101/0376,48,2024-04-25,OVI,H0046
91/102/7168,4,2024-12-23,44/116/3299,4,2024-12-25,BOV,H0076
14/104/3572,37,2024-10-15,21/108/5832,37,2024-10-16,OVI,H0064
47/101/0376,1,2024-04-29,58/104/2683,1,2024-04-30,BOV,H0003
57/101/7138,10,2024-03-07,58/104/2683,10,2024-03-09,BOV,H0092
21/114/5617,56,2024-01-12,14/102/1127,56,2024-01-13,OVI,H0076
80/103/4188,2,2024-07-05,67/103/7011,2,2024-07-05,BOV,H0048
82/102/9679,38,2024-06-03,76/102/4719,38,2024-06-05,POR,H0018
77/101/1830,8,2024-03-30,58/103/4865,8,2024-04-01,BOV,H0029
87/103/6133,25,2024-12-18,85/102/7800,25,2024-12-20,OVI,H0017
43/111/5983,10,2024-10-17,46/101/1826,10,2024-10-17,BOV,H0024
57/104/4358,40,2024-10-16,58/106/1499,40,2024-10-16,CERV,H0064
44/105/6859,16,2024-06-12,45/109/5841,16,2024-06-13,OVI,H0082
45/109/5841,41,2024-06-20,60/103/8586,41,2024-06-23,OVI,H0002
14/105/3675,2,2024-02-25,20/111/5586,2,2024-02-25,BOV,H0007
44/102/6848,11,2024-09-09,19/103/4972,11,2024-09-12,OVI,H0045
57/102/8978,8,2024-10-22,47/102/2370,8,2024-10-23,BOV,H0021
43/105/5797,3,2024-06-12,44/106/6022,3,2024-06-14,OVI,H0014
21/112/3914,7,2024-02-08,44/102/6848,7,2024-02-08,BOV,H0044
58/106/1499,31,2024-08-08,47/107/1950,31,2024-08-09,POR,H0078
44/101/1013,4,2024-12-22,87/103/6133,2,2024-12-24,BOV,H0085
45/102/5645,1,2024-10-08,44/101/1013,1,2024-10-11,BOV,H0020
44/103/2031,2,2024-12-04,18/102/0498,2,2024-12-07,BOV,H0026
19/102/4665,5,2024-02-29,44/112/6420,1,2024-03-02,BOV,H0051
20/106/5240,17,2024-10-05,19/101/6963,17,2024-10-08,OVI,H0024
21/109/6724,3,2024-05-14,44/103/2031,3,2024-05-17,BOV,H0060
44/119/3088,37,2024-12-22,18/111/8115,37,2024-12-22,OVI,H0011
92/101/3390,27,2024-04-26,70/101/7784,22,2024-04-26,OVI,H0050
19/103/4972,56,2024-04-30,57/103/7768,51,2024-05-03,POR,H0039
21/110/1147,3,2024-09-21,18/102/0498,3,2024-09-22,CERV,H0016
19/109/2955,11,2024-03-05,60/104/2954,9,2024-03-05,CERV,H0055
18/111/8115,13,2024-10-31,43/104/0879,14,2024-11-02,POR,H0041
83/101/8622,7,2024-10-09,19/108/4032,7,2024-10-11,BOV,H0036
59/102/0681,1,2024-11-15,57/101/7138,1,2024-11-18,CERV,H0015
44/118/4884,10,2024-02-21,43/108/3423,10,2024-02-21,BOV,H0073
47/107/1950,57,2024-07-29,20/108/0989,57,2024-07-31,OVI,H0050
61/102/6716,31,2024-05-21,83/102/4189,31,2024-05-24,POR,H0019
47/102/2370,26,2024-06-18,58/102/9234,26,2024-06-19,POR,H0007
66/101/0434,24,2024-06-04,82/101/9575,24,2024-06-06,CERV,H0036
57/101/7138,56,2024-06-02,21/109/6724,56,2024-06-05,POR,H0100
44/105/6859,2,2024-04-18,59/102/0681,2,2024-04-21,BOV,H0095
20/102/8452,24,2024-09-20,43/108/3423,24,2024-09-21,POR,H0009
21/108/5832,9,2024-09-25,20/111/5586,9,2024-09-25,POR,H0023
21/112/3914,54,2024-01-17,18/104/0164,54,2024-01-20,OVI,H0007
68/103/5543,8,2024-11-21,45/102/5645,8,2024-11-21,BOV,H0088
43/108/3423,10,2024-08-30,46/104/8944,10,2024-09-01,BOV,H0045
44/101/1013,48,2024-02-16,20/108/0989,48,2024-02-18,OVI,H0004
19/108/4032,10,2024-04-19,18/108/0556,10,2024-04-20,BOV,H0083
21/114/5617,7,2024-12-15,44/119/3088,7,2024-12-15,BOV,H0061
76/102/4719,1,2024-11-07,20/101/1631,1,2024-11-09,POR,H0092
79/104/7356,7,2024-08-23,58/103/4865,7,2024-08-25,BOV,H0028
19/101/6963,53,2024-10-26,14/101/5551,53,2024-10-26,POR,H0001
47/106/2335,54,2024-10-14,57/103/7768,54,2024-10-16,POR,H0039
69/103/6603,6,2024-05-21,80/104/9106,8,2024-05-23,BOV,H0084
69/103/6603,20,2024-09-21,64/102/2944,20,2024-09-22,OVI,H0008
47/104/3940,43,2024-03-12,21/112/3914,43,2024-03-12,POR,H0084
21/103/5444,7,2024-01-19,44/104/6336,7,2024-01-20,BOV,H0044
71/102/5421,9,2024-08-31,71/104/3751,9,2024-09-02,BOV,H0065
19/104/6041,9,2024-02-19,21/103/5444,9,2024-02-22,BOV,H0017
87/101/0295,36,2024-04-03,65/102/1500,36,2024-04-05,OVI,H0084
21/111/1316,5,2024-06-18,14/106/1194,5,2024-06-20,BOV,H0034
59/101/6657,2,2024-11-20,47/101/0376,2,2024-11-20,BOV,H0061
76/102/4719,25,2024-07-30,43/101/6105,25,2024-07-30,OVI,H0020
19/107/2569,7,2024-03-14,44/102/6848,9,2024-03-16,BOV,H0092
21/102/2243,6,2024-03-31,19/108/4032,6,2024-04-02,BOV,H0082
46/103/9340,4,2024-03-27,20/104/4395,4,2024-03-28,BOV,H0063
59/104/6331,7,2024-07-25,21/111/1316,7,2024-07-28,BOV,H0062
14/105/3675,4,2024-01-08,43/110/7680,4,2024-01-10,BOV,H0097
45/107/0562,41,2024-04-25,59/105/3762,41,2024-04-27,POR,H0040
18/102/0498,10,2024-02-03,45/103/2966,10,2024-02-03,BOV,H0039
14/105/3675,34,2024-12-17,76/102/4719,34,2024-12-18,POR,H0044
47/104/3940,11,2024-01-10,75/103/0676,7,2024-01-11,OVI,H0029
82/101/9575,1,2024-03-27,77/102/0208,1,2024-03-27,BOV,H0047
90/102/3072,25,2024-05-10,79/103/3637,25,2024-05-10,OVI,H0077
69/101/3188,2,2024-02-29,57/102/8978,2,2024-03-03,POR,H0057
18/107/6213,31,2024-04-15,21/102/2243,31,2024-04-15,POR,H0039
46/104/8944,9,2024-11-06,20/104/4395,9,2024-11-07,BOV,H0054
46/102/6489,8,2024-02-24,47/106/2335,8,2024-02-27,OVI,H0026
47/101/0376,54,2024-04-13,57/101/7138,54,2024-04-15,OVI,H0091
44/108/6668,9,2024-04-16,20/107/0777,9,2024-04-19,BOV,H0043
21/113/2293,2,2024-03-17,44/113/2793,1,2024-03-17,BOV,H0100
47/103/5628,7,2024-08-21,47/104/3940,5,2024-08-23,OVI,H0034
18/107/6213,3,2024-05-28,46/107/7764,3,2024-05-30,BOV,H0087
45/110/2091,7,2024-01-24,18/107/6213,7,2024-01-24,OVI,H0018
78/102/7976,6,2024-11-14,79/102/7075,6,2024-11-16,BOV,H0094
44/113/2793,12,2024-07-23,20/103/3608,12,2024-07-26,OVI,H0035
58/105/9218,7,2024-03-26,20/109/6169,7,2024-03-26,BOV,H0017
84/103/4695,3,2024-10-29,73/103/4974,3,2024-11-01,BOV,H0073
91/102/7168,7,2024-11-09,64/103/4265,7,2024-11-09,BOV,H0088
65/101/4707,31,2024-07-29,44/119/3088,30,2024-08-01,OVI,H0006
44/113/2793,1,2024-12-13,21/104/7988,1,2024-12-14,POR,H0086
67/104/8627,40,2024-12-04,18/108/0556,40,2024-12-05,POR,H0062
21/106/7308,25,2024-10-12,44/114/8427,25,2024-10-12,POR,H0002
59/101/6657,8,2024-03-25,57/102/8978,8,2024-03-25,BOV,H0097
21/115/0282,5,2024-04-24,18/111/8115,5,2024-04-27,BOV,H0052
21/108/5832,10,2024-09-12,47/105/8519,10,2024-09-15,BOV,H0041
19/105/6652,1,2024-07-30,14/106/1194,1,2024-07-30,BOV,H0072
47/105/8519,51,2024-11-12,47/104/3940,51,2024-11-14,OVI,H0066
57/102/8978,30,2024-01-28,47/106/2335,27,2024-01-29,POR,H0059
18/107/6213,39,2024-12-02,19/105/6652,39,2024-12-04,OVI,H0092
20/104/4395,4,2024-06-30,18/107/6213,4,2024-07-02,BOV,H0071
47/106/2335,3,2024-09-09,58/103/4865,3,2024-09-10,OVI,H0092
79/102/7075,5,2024-04-06,91/102/7168,5,2024-04-06,BOV,H0051
20/101/1631,13,2024-02-25,14/102/1127,13,2024-02-28,OVI,H0006
85/102/7800,50,2024-08-22,21/101/0374,50,2024-08-23,POR,H0064
44/118/4884,36,2024-09-04,44/111/0907,31,2024-09-05,OVI,H0089
47/106/2335,9,2024-12-02,59/105/3762,9,2024-12-04,OVI,H0065
43/101/6105,45,2024-05-20,86/104/7004,45,2024-05-23,POR,H0044
47/106/2335,7,2024-09-19,69/103/6603,7,2024-09-21,BOV,H0090
47/102/2370,9,2024-04-12,59/102/0681,9,2024-04-13,BOV,H0080
71/103/6475,59,2024-12-29,81/102/0810,59,2024-12-30,POR,H0065
47/107/1950,46,2024-06-29,58/101/0855,46,2024-07-02,POR,H0075
47/107/1950,27,2024-09-30,57/103/7768,27,2024-10-02,POR,H0055
58/106/1499,3,2024-01-29,45/110/2091,3,2024-01-30,BOV,H0035
46/101/1826,5,2024-02-01,57/101/7138,5,2024-02-03,BOV,H0027
21/110/1147,7,2024-12-11,47/106/2335,7,2024-12-12,OVI,H0096
59/103/9713,9,2024-12-22,58/105/9218,9,2024-12-24,BOV,H0089
72/101/6646,25,2024-12-16,65/102/1500,25,2024-12-18,CERV,H0071
44/107/2090,13,2024-08-14,45/101/7297,13,2024-08-15,OVI,H0082
81/103/1696,49,2024-11-04,83/103/4451,49,2024-11-05,POR,H0100
77/103/0238,8,2024-12-15,86/104/7004,8,2024-12-15,BOV,H0024
74/103/3523,1,2024-10-11,47/107/1950,1,2024-10-13,BOV,H0017
14/101/5551,1,2024-12-29,44/116/3299,1,2024-12-30,OVI,H0006
18/112/5805,1,2024-11-16,43/103/0734,1,2024-11-18,BOV,H0063
59/102/0681,6,2024-04-04,21/112/3914,6,2024-04-04,BOV,H0065
21/109/6724,26,2024-04-23,20/107/0777,26,2024-04-24,POR,H0085
18/109/4035,4,2024-09-28,43/110/7680,1,2024-10-01,BOV,H0072
47/106/2335,6,2024-11-24,19/102/4665,6,2024-11-25,BOV,H0006
86/101/7709,2,2024-10-03,76/103/4943,2,2024-10-05,BOV,H0004
60/104/2954,9,2024-01-23,46/106/8960,9,2024-01-25,BOV,H0084
18/111/8115,7,2024-10-02,43/105/5797,7,2024-10-02,POR,H0081
18/110/8187,50,2024-12-16,43/101/6105,50,2024-12-19,POR,H0014
18/106/4621,57,2024-11-27,45/102/5645,53,2024-11-27,OVI,H0096
80/101/6034,6,2024-02-07,68/101/2845,6,2024-02-07,BOV,H0023
58/104/2683,15,2024-07-17,21/105/0410,11,2024-07-20,POR,H0081
19/109/2955,7,2024-09-30,21/110/1147,7,2024-09-30,BOV,H0083
88/102/5115,10,2024-02-07,83/101/8622,10,2024-02-09,BOV,H0065
20/105/9566,20,2024-05-24,44/110/2404,20,2024-05-27,OVI,H0049
45/105/3877,31,2024-04-22,44/101/1013,31,2024-04-23,POR,H0096
14/102/1127,35,2024-11-20,45/107/0562,35,2024-11-21,OVI,H0039
86/104/7004,24,2024-10-10,89/101/6280,23,2024-10-11,CERV,H0016
44/115/0281,26,2024-02-13,45/107/0562,26,2024-02-15,POR,H0027
67/101/6113,23,2024-11-26,68/101/2845,23,2024-11-27,CERV,H0021
44/115/0281,17,2024-04-02,20/105/9566,17,2024-04-02,POR,H0097
60/101/5598,9,2024-12-09,46/101/1826,9,2024-12-09,BOV,H0033
44/112/6420,32,2024-03-06,44/113/2793,29,2024-03-07,OVI,H0013
18/108/0556,4,2024-08-18,21/106/7308,4,2024-08-20,BOV,H0079
64/101/7039,10,2024-07-05,79/103/3637,10,2024-07-07,POR,H0055
18/112/5805,4,2024-11-24,14/101/5551,4,2024-11-27,BOV,H0036
46/104/8944,57,2024-08-16,47/102/2370,57,2024-08-18,OVI,H0100
43/104/0879,12,2024-02-11,45/102/5645,12,2024-02-13,POR,H0018
45/101/7297,41,2024-02-08,64/103/4265,41,2024-02-08,OVI,H0065
58/101/0855,38,2024-10-29,47/101/0376,38,2024-10-30,OVI,H0005
58/101/0855,35,2024-03-17,47/108/1420,35,2024-03-19,POR,H0051
46/103/9340,47,2024-03-09,20/102/8452,47,2024-03-12,OVI,H0065
47/108/1420,9,2024-05-02,47/102/2370,9,2024-05-03,BOV,H0097
47/105/8519,3,2024-10-16,58/104/2683,3,2024-10-17,BOV,H0095
67/102/0737,3,2024-09-06,66/101/0434,3,2024-09-07,CERV,H0009
44/112/6420,4,2024-07-03,21/109/6724,4,2024-07-06,BOV,H0061
64/102/2944,6,2024-09-23,43/111/5983,6,2024-09-25,BOV,H0095
43/103/0734,12,2024-07-12,44/107/2090,12,2024-07-14,POR,H0076
75/102/1580,34,2024-04-24,74/103/3523,34,2024-04-27,OVI,H0046
21/111/1316,57,2024-09-13,59/103/9713,57,2024-09-14,OVI,H0057
21/111/1316,5,2024-04-05,44/102/6848,5,2024-04-06,BOV,H0047
47/104/3940,43,2024-06-18,47/108/1420,43,2024-06-18,OVI,H0062
65/102/1500,10,2024-07-29,78/102/7976,10,2024-07-29,BOV,H0032
19/108/4032,11,2024-09-19,44/103/2031,11,2024-09-19,POR,H0074
44/109/6112,3,2024-07-26,43/105/5797,3,2024-07-26,BOV,H0093
64/102/2944,6,2024-11-06,83/101/8622,6,2024-11-09,OVI,H0062
45/110/2091,39,2024-10-25,44/110/2404,39,2024-10-26,OVI,H0080
66/101/0434,6,2024-10-29,72/103/5366,1,2024-10-29,BOV,H0030
20/109/6169,1,2024-09-15,44/104/6336,1,2024-09-18,BOV,H0020
58/103/4865,10,2024-09-29,47/104/3940,10,2024-09-29,BOV,H0012
20/109/6169,10,2024-01-01,43/108/3423,10,2024-01-04,BOV,H0067
46/106/8960,45,2024-04-27,45/107/0562,45,2024-04-30,OVI,H0099
20/106/5240,48,2024-02-20,46/105/6171,43,2024-02-23,POR,H0018
18/107/6213,59,2024-05-25,45/108/6808,59,2024-05-28,OVI,H0033
21/101/0374,51,2024-09-24,44/108/6668,51,2024-09-24,OVI,H0067
45/109/5841,45,2024-07-28,21/112/3914,45,2024-07-30,POR,H0014
43/108/3423,17,2024-10-01,20/109/6169,17,2024-10-04,POR,H0073
45/106/0552,7,2024-07-30,18/103/1134,7,2024-08-02,BOV,H0023
19/103/4972,17,2024-12-27,14/102/1127,19,2024-12-30,POR,H0095
21/106/7308,8,2024-08-16,14/101/5551,8,2024-08-17,OVI,H0013
18/111/8115,6,2024-11-10,19/103/4972,6,2024-11-10,BOV,H0021
19/104/6041,52,2024-03-15,21/112/3914,52,2024-03-18,POR,H0077
45/101/7297,4,2024-11-07,21/111/1316,4,2024-11-07,BOV,H0093
46/102/6489,40,2024-05-26,44/118/4884,40,2024-05-26,CERV,H0100
47/103/5628,4,2024-09-22,18/105/5476,4,2024-09-24,BOV,H0025
44/103/2031,34,2024-11-10,21/109/6724,34,2024-11-11,POR,H0087
43/108/3423,1,2024-02-14,44/101/1013,1,2024-02-16,BOV,H0100
45/103/2966,26,2024-09-22,45/105/3877,26,2024-09-22,POR,H0095
62/101/3385,36,2024-10-13,78/101/8446,36,2024-10-15,CERV,H0045
57/104/4358,13,2024-07-25,60/102/2702,13,2024-07-25,POR,H0034
46/106/8960,36,2024-05-30,19/104/6041,36,2024-06-01,POR,H0015
47/105/8519,53,2024-05-08,14/105/3675,53,2024-05-11,OVI,H0049
47/104/3940,49,2024-08-22,58/101/0855,49,2024-08-25,OVI,H0076
43/102/2744,7,2024-04-22,89/101/6280,7,2024-04-23,BOV,H0041
44/107/2090,9,2024-05-14,19/104/6041,9,2024-05-15,BOV,H0037
44/119/3088,53,2024-10-10,45/106/0552,53,2024-10-11,POR,H0061
44/117/3237,10,2024-12-15,44/108/6668,10,2024-12-16,BOV,H0064
61/103/3057,4,2024-04-15,80/101/6034,4,2024-04-16,BOV,H0026
47/103/5628,2,2024-02-10,18/111/8115,2,2024-02-13,BOV,H0079
45/105/3877,3,2024-07-09,44/109/6112,3,2024-07-11,OVI,H0064
77/102/0208,18,2024-09-18,21/106/7308,18,2024-09-20,POR,H0051
44/108/6668,4,2024-08-04,19/103/4972,4,2024-08-07,POR,H0070
20/103/3608,3,2024-03-02,46/106/8960,3,2024-03-05,BOV,H0041
79/102/7075,4,2024-02-21,82/103/4508,4,2024-02-23,BOV,H0047
47/108/1420,9,2024-05-17,47/107/1950,9,2024-05-20,BOV,H0079
44/105/6859,7,2024-12-24,44/109/6112,7,2024-12-26,BOV,H0047
18/111/8115,3,2024-02-21,67/103/7011,2,2024-02-23,BOV,H0031
47/106/2335,13,2024-03-17,59/104/6331,13,2024-03-20,OVI,H0002
18/112/5805,9,2024-06-10,46/102/6489,9,2024-06-13,BOV,H0039
43/106/8719,4,2024-12-19,43/110/7680,4,2024-12-20,OVI,H0008
46/101/1826,2,2024-06-20,45/108/6808,2,2024-06-22,BOV,H0047
45/101/7297,52,2024-01-11,21/106/7308,52,2024-01-14,POR,H0016
44/103/2031,39,2024-10-21,45/109/5841,39,2024-10-22,POR,H0100
44/112/6420,9,2024-08-16,45/103/2966,9,2024-08-16,BOV,H0049
59/102/0681,3,2024-11-23,47/106/2335,3,2024-11-25,BOV,H0054
47/108/1420,55,2024-03-23,47/102/2370,54,2024-03-25,POR,H0030
46/102/6489,46,2024-11-26,21/112/3914,46,2024-11-29,POR,H0035
74/101/2457,38,2024-08-18,43/109/2637,38,2024-08-21,CERV,H0022
21/103/5444,4,2024-12-24,14/106/1194,4,2024-12-24,BOV,H0027
19/109/2955,2,2024-10-07,43/101/6105,1,2024-10-07,BOV,H0004
47/106/2335,7,2024-03-20,46/105/6171,7,2024-03-20,CERV,H0084
45/102/5645,5,2024-03-05,82/101/9575,5,2024-03-06,BOV,H0068
44/104/6336,56,2024-08-27,59/104/6331,52,2024-08-29,POR,H0071
19/106/0928,35,2024-11-01,20/109/6169,35,2024-11-04,CERV,H0081
72/102/0679,28,2024-11-23,94/103/3605,28,2024-11-25,OVI,H0045
44/113/2793,2,2024-07-06,18/110/8187,2,2024-07-09,BOV,H0034
45/110/2091,9,2024-03-10,43/104/0879,9,2024-03-12,BOV,H0037
45/105/3877,8,2024-06-02,14/102/1127,4,2024-06-02,BOV,H0099
18/103/1134,4,2024-10-07,44/102/6848,4,2024-10-09,BOV,H0025
18/104/0164,26,2024-11-26,18/107/6213,26,2024-11-29,POR,H0049
43/111/5983,4,2024-11-09,44/109/6112,4,2024-11-11,BOV,H0037
47/104/3940,18,2024-02-05,59/102/0681,18,2024-02-06,POR,H0018
44/106/6022,40,2024-12-24,45/108/6808,40,2024-12-27,POR,H0025
20/107/0777,9,2024-02-22,18/102/0498,9,2024-02-24,BOV,H0035
21/108/5832,1,2024-03-18,44/119/3088,1,2024-03-18,BOV,H0064
19/108/4032,8,2024-12-22,46/103/9340,10,2024-12-22,BOV,H0043
14/105/3675,10,2024-07-19,44/117/3237,10,2024-07-19,OVI,H0070
18/106/4621,5,2024-01-07,43/106/8719,5,2024-01-07,BOV,H0099
77/102/0208,8,2024-01-18,71/102/5421,8,2024-01-19,BOV,H0059
